Q Value,Bot1 Result,Bot1 Position,Bot2 Result,Bot2 Position,Bot3 Result,Bot3 Position,Bot4 Result,Bot4 Position,Button Position,Fire Position
0.8,Success,"(34, 16)",Success,"(34, 16)",Success,"(34, 16)",Success,"(34, 16)","(4, 32)","(32, 33)"
0.8,Success,"(26, 16)",Success,"(26, 16)",Success,"(26, 16)",Success,"(26, 16)","(21, 37)","(7, 15)"
0.8,Success,"(35, 35)",Success,"(35, 35)",Success,"(35, 35)",Success,"(35, 35)","(13, 16)","(12, 10)"
0.8,Failure,"(2, 25)",Failure,"(2, 25)",Failure,"(2, 25)",Failure,"(2, 25)","(13, 37)","(19, 19)"
0.8,Success,"(34, 9)",Success,"(34, 9)",Success,"(34, 9)",Success,"(34, 9)","(24, 19)","(20, 7)"
0.8,Success,"(20, 24)",Success,"(20, 24)",Success,"(20, 24)",Success,"(20, 24)","(20, 7)","(19, 18)"
0.8,Failure,"(37, 3)",Failure,"(37, 3)",Failure,"(37, 3)",Failure,"(37, 3)","(19, 23)","(37, 29)"
0.8,Success,"(3, 25)",Success,"(3, 25)",Success,"(3, 25)",Success,"(3, 25)","(25, 12)","(27, 38)"
0.8,Success,"(31, 20)",Success,"(31, 20)",Success,"(31, 20)",Success,"(31, 20)","(18, 15)","(10, 15)"
0.8,Success,"(32, 36)",Success,"(32, 36)",Success,"(32, 36)",Success,"(32, 36)","(21, 33)","(36, 38)"
0.8,Success,"(2, 1)",Success,"(2, 1)",Success,"(2, 1)",Success,"(2, 1)","(10, 4)","(5, 35)"
0.8,Success,"(21, 33)",Success,"(21, 33)",Success,"(21, 33)",Success,"(21, 33)","(15, 24)","(3, 33)"
0.8,Success,"(27, 19)",Success,"(27, 19)",Success,"(27, 19)",Success,"(27, 19)","(28, 17)","(30, 34)"
0.8,Success,"(26, 16)",Success,"(26, 16)",Success,"(26, 16)",Success,"(26, 16)","(31, 2)","(15, 33)"
0.8,Success,"(4, 33)",Success,"(4, 33)",Success,"(4, 33)",Success,"(4, 33)","(20, 32)","(23, 4)"
0.8,Success,"(7, 27)",Success,"(7, 27)",Success,"(7, 27)",Success,"(7, 27)","(29, 20)","(15, 30)"
0.8,Success,"(36, 36)",Success,"(36, 36)",Success,"(36, 36)",Success,"(36, 36)","(37, 14)","(28, 3)"
0.8,Failure,"(36, 4)",Failure,"(36, 4)",Failure,"(36, 4)",Failure,"(36, 4)","(30, 18)","(1, 25)"
0.8,Failure,"(27, 22)",Failure,"(27, 22)",Failure,"(27, 22)",Failure,"(27, 22)","(10, 2)","(26, 19)"
0.9,Success,"(12, 15)",Success,"(12, 15)",Success,"(12, 15)",Success,"(12, 15)","(13, 2)","(18, 1)"
0.9,Failure,"(8, 7)",Failure,"(8, 7)",Failure,"(8, 7)",Failure,"(8, 7)","(2, 38)","(8, 21)"
0.9,Success,"(24, 36)",Success,"(24, 36)",Success,"(24, 36)",Success,"(24, 36)","(2, 11)","(26, 38)"
0.9,Success,"(25, 11)",Success,"(25, 11)",Success,"(25, 11)",Success,"(25, 11)","(1, 27)","(21, 32)"
0.9,Failure,"(21, 19)",Failure,"(21, 19)",Failure,"(21, 19)",Failure,"(21, 19)","(19, 11)","(20, 7)"
0.9,Success,"(29, 7)",Success,"(29, 7)",Success,"(29, 7)",Success,"(29, 7)","(6, 30)","(35, 4)"
0.9,Success,"(19, 19)",Success,"(19, 19)",Success,"(19, 19)",Success,"(19, 19)","(3, 16)","(1, 32)"
0.9,Success,"(17, 16)",Success,"(17, 16)",Success,"(17, 16)",Success,"(17, 16)","(4, 5)","(18, 27)"
0.9,Success,"(11, 9)",Success,"(11, 9)",Success,"(11, 9)",Success,"(11, 9)","(14, 11)","(16, 2)"
0.9,Failure,"(4, 17)",Success,"(4, 17)",Failure,"(4, 17)",Failure,"(4, 17)","(23, 18)","(24, 38)"
0.9,Failure,"(4, 3)",Failure,"(4, 3)",Failure,"(4, 3)",Failure,"(4, 3)","(10, 38)","(2, 6)"
0.9,Failure,"(31, 6)",Failure,"(31, 6)",Failure,"(31, 6)",Failure,"(31, 6)","(12, 4)","(22, 11)"
0.9,Failure,"(23, 9)",Failure,"(23, 9)",Failure,"(23, 9)",Failure,"(23, 9)","(8, 12)","(16, 28)"
0.9,Failure,"(33, 23)",Failure,"(33, 23)",Failure,"(33, 23)",Failure,"(33, 23)","(19, 35)","(14, 23)"
0.9,Success,"(18, 24)",Success,"(18, 24)",Success,"(18, 24)",Success,"(18, 24)","(4, 13)","(23, 30)"
0.9,Success,"(26, 15)",Success,"(26, 15)",Success,"(26, 15)",Success,"(26, 15)","(37, 25)","(9, 24)"
0.9,Success,"(2, 14)",Success,"(2, 14)",Failure,"(2, 14)",Success,"(2, 14)","(29, 11)","(32, 36)"
0.9,Success,"(15, 26)",Success,"(15, 26)",Success,"(15, 26)",Success,"(15, 26)","(18, 28)","(10, 13)"
0.9,Success,"(24, 6)",Success,"(24, 6)",Success,"(24, 6)",Success,"(24, 6)","(21, 13)","(13, 14)"
0.9,Failure,"(29, 1)",Failure,"(29, 1)",Failure,"(29, 1)",Failure,"(29, 1)","(18, 8)","(23, 9)"
0.1,Success,"(25, 2)",Success,"(25, 2)",Failure,"(25, 2)",Failure,"(25, 2)","(1, 9)","(15, 3)"
0.1,Success,"(21, 3)",Success,"(21, 3)",Success,"(21, 3)",Success,"(21, 3)","(33, 9)","(5, 33)"
0.1,Success,"(19, 5)",Success,"(19, 5)",Success,"(19, 5)",Success,"(19, 5)","(31, 7)","(16, 7)"
0.1,Success,"(19, 31)",Failure,"(14, 32)",Failure,"(14, 32)",Failure,"(14, 32)","(7, 10)","(32, 5)"
0.1,Success,"(5, 37)",Success,"(19, 31)",Success,"(19, 31)",Success,"(19, 31)","(24, 37)","(19, 21)"
0.1,Success,"(20, 11)",Success,"(5, 37)",Success,"(5, 37)",Success,"(5, 37)","(3, 23)","(27, 32)"
0.1,Success,"(25, 19)",Success,"(20, 11)",Success,"(20, 11)",Success,"(20, 11)","(31, 36)","(18, 35)"
0.1,Success,"(9, 1)",Success,"(25, 19)",Success,"(25, 19)",Success,"(25, 19)","(26, 6)","(22, 15)"
0.1,Success,"(32, 32)",Success,"(9, 1)",Success,"(9, 1)",Success,"(9, 1)","(23, 9)","(14, 9)"
0.1,Success,"(15, 19)",Success,"(32, 32)",Success,"(32, 32)",Success,"(32, 32)","(8, 38)","(7, 15)"
0.1,Failure,"(4, 34)",Success,"(15, 19)",Success,"(15, 19)",Success,"(15, 19)","(10, 3)","(21, 30)"
0.1,Failure,"(15, 35)",Success,"(4, 34)",Failure,"(4, 34)",Failure,"(4, 34)","(28, 29)","(27, 9)"
0.1,Success,"(37, 32)",Failure,"(15, 35)",Failure,"(15, 35)",Failure,"(15, 35)","(9, 15)","(7, 16)"
0.1,Success,"(14, 24)",Success,"(37, 32)",Success,"(37, 32)",Success,"(37, 32)","(35, 23)","(1, 19)"
0.1,Success,"(33, 12)",Success,"(14, 24)",Success,"(14, 24)",Success,"(14, 24)","(4, 33)","(38, 19)"
0.1,Success,"(31, 30)",Success,"(33, 12)",Success,"(33, 12)",Success,"(33, 12)","(23, 19)","(36, 4)"
0.1,Success,"(6, 38)",Success,"(31, 30)",Success,"(31, 30)",Success,"(31, 30)","(27, 17)","(11, 4)"
0.1,Success,"(38, 15)",Success,"(6, 38)",Success,"(6, 38)",Success,"(6, 38)","(19, 5)","(29, 30)"
0.1,Success,"(22, 27)",Success,"(38, 15)",Success,"(38, 15)",Success,"(38, 15)","(25, 9)","(7, 28)"
0.2,Success,"(19, 13)",Success,"(19, 13)",Success,"(19, 13)",Success,"(19, 13)","(12, 32)","(7, 6)"
0.2,Success,"(19, 6)",Success,"(19, 6)",Success,"(19, 6)",Success,"(19, 6)","(21, 30)","(16, 13)"
0.2,Failure,"(36, 2)",Failure,"(36, 2)",Failure,"(36, 2)",Failure,"(36, 2)","(22, 18)","(16, 8)"
0.2,Success,"(31, 24)",Success,"(31, 24)",Success,"(31, 24)",Success,"(31, 24)","(38, 23)","(21, 13)"
0.2,Success,"(19, 28)",Success,"(19, 28)",Success,"(19, 28)",Success,"(19, 28)","(19, 38)","(3, 10)"
0.2,Success,"(11, 35)",Success,"(11, 35)",Success,"(11, 35)",Success,"(11, 35)","(3, 33)","(13, 29)"
0.2,Success,"(9, 37)",Success,"(9, 37)",Success,"(9, 37)",Success,"(9, 37)","(8, 16)","(1, 8)"
0.2,Success,"(27, 10)",Success,"(27, 10)",Success,"(27, 10)",Success,"(27, 10)","(35, 31)","(12, 3)"
0.2,Success,"(19, 33)",Failure,"(19, 33)",Failure,"(19, 33)",Failure,"(19, 33)","(8, 36)","(27, 30)"
0.2,Success,"(14, 37)",Success,"(14, 37)",Success,"(14, 37)",Success,"(14, 37)","(17, 35)","(11, 34)"
0.2,Failure,"(6, 3)",Failure,"(6, 3)",Failure,"(6, 3)",Failure,"(6, 3)","(14, 6)","(10, 6)"
0.2,Failure,"(6, 22)",Failure,"(6, 22)",Failure,"(6, 22)",Failure,"(6, 22)","(32, 24)","(16, 25)"
0.2,Success,"(23, 9)",Success,"(23, 9)",Success,"(23, 9)",Success,"(23, 9)","(23, 21)","(2, 15)"
0.2,Success,"(36, 37)",Success,"(36, 37)",Success,"(36, 37)",Success,"(36, 37)","(7, 16)","(11, 4)"
0.2,Failure,"(32, 34)",Failure,"(32, 34)",Failure,"(32, 34)",Failure,"(32, 34)","(37, 37)","(18, 27)"
0.2,Failure,"(18, 11)",Success,"(18, 11)",Success,"(18, 11)",Failure,"(18, 11)","(18, 25)","(17, 20)"
0.2,Failure,"(35, 31)",Failure,"(35, 31)",Failure,"(35, 31)",Failure,"(35, 31)","(38, 26)","(34, 24)"
0.2,Failure,"(27, 34)",Failure,"(27, 34)",Failure,"(27, 34)",Failure,"(27, 34)","(2, 18)","(22, 2)"
0.2,Success,"(10, 29)",Success,"(10, 29)",Success,"(10, 29)",Success,"(10, 29)","(34, 32)","(13, 9)"
0.2,Success,"(28, 22)",Success,"(28, 22)",Success,"(28, 22)",Success,"(28, 22)","(29, 15)","(22, 34)"
0.3,Success,"(31, 25)",Success,"(31, 25)",Success,"(31, 25)",Success,"(31, 25)","(25, 16)","(8, 27)"
0.3,Failure,"(10, 34)",Success,"(10, 34)",Failure,"(10, 34)",Success,"(10, 34)","(18, 8)","(26, 18)"
0.3,Failure,"(13, 1)",Failure,"(13, 1)",Failure,"(13, 1)",Failure,"(13, 1)","(37, 10)","(13, 14)"
0.3,Failure,"(9, 30)",Failure,"(9, 30)",Failure,"(9, 30)",Failure,"(9, 30)","(35, 27)","(15, 29)"
0.3,Success,"(29, 19)",Success,"(29, 19)",Success,"(29, 19)",Success,"(29, 19)","(17, 9)","(11, 36)"
0.3,Failure,"(5, 14)",Failure,"(5, 14)",Failure,"(5, 14)",Failure,"(5, 14)","(19, 25)","(20, 22)"
0.3,Failure,"(37, 14)",Failure,"(37, 14)",Failure,"(37, 14)",Failure,"(37, 14)","(2, 26)","(12, 14)"
0.3,Success,"(2, 13)",Success,"(2, 13)",Success,"(2, 13)",Success,"(2, 13)","(14, 27)","(34, 26)"
0.3,Success,"(22, 30)",Success,"(22, 30)",Success,"(22, 30)",Success,"(22, 30)","(1, 19)","(23, 13)"
0.3,Success,"(26, 19)",Success,"(26, 19)",Success,"(26, 19)",Success,"(26, 19)","(30, 2)","(17, 2)"
0.3,Success,"(28, 10)",Success,"(28, 10)",Success,"(28, 10)",Success,"(28, 10)","(13, 32)","(38, 22)"
0.3,Success,"(23, 5)",Success,"(23, 5)",Success,"(23, 5)",Success,"(23, 5)","(22, 27)","(29, 13)"
0.3,Failure,"(21, 37)",Failure,"(21, 37)",Failure,"(21, 37)",Failure,"(21, 37)","(28, 11)","(32, 14)"
0.3,Success,"(12, 16)",Success,"(12, 16)",Success,"(12, 16)",Success,"(12, 16)","(31, 18)","(20, 11)"
0.3,Success,"(6, 33)",Success,"(6, 33)",Success,"(6, 33)",Success,"(6, 33)","(4, 33)","(6, 11)"
0.3,Success,"(23, 18)",Success,"(23, 18)",Success,"(23, 18)",Success,"(23, 18)","(13, 26)","(19, 16)"
0.3,Failure,"(10, 7)",Failure,"(10, 7)",Failure,"(10, 7)",Failure,"(10, 7)","(30, 12)","(31, 27)"
0.3,Success,"(38, 34)",Success,"(38, 34)",Success,"(38, 34)",Success,"(38, 34)","(31, 1)","(5, 18)"
0.3,Success,"(9, 24)",Success,"(9, 24)",Success,"(9, 24)",Success,"(9, 24)","(36, 7)","(24, 23)"
0.3,Failure,"(24, 15)",Success,"(24, 15)",Failure,"(24, 15)",Failure,"(24, 15)","(11, 19)","(2, 2)"
0.4,Failure,"(3, 8)",Failure,"(3, 8)",Failure,"(3, 8)",Failure,"(3, 8)","(30, 14)","(34, 22)"
0.4,Success,"(16, 25)",Success,"(16, 25)",Success,"(16, 25)",Success,"(16, 25)","(20, 9)","(19, 35)"
0.4,Success,"(11, 3)",Success,"(11, 3)",Success,"(11, 3)",Success,"(11, 3)","(33, 14)","(4, 36)"
0.4,Success,"(28, 4)",Success,"(28, 4)",Success,"(28, 4)",Success,"(28, 4)","(6, 2)","(23, 38)"
0.4,Success,"(35, 26)",Success,"(35, 26)",Success,"(35, 26)",Success,"(35, 26)","(19, 37)","(6, 28)"
0.4,Success,"(19, 34)",Failure,"(19, 34)",Failure,"(19, 34)",Success,"(19, 34)","(24, 29)","(21, 31)"
0.4,Success,"(11, 15)",Success,"(11, 15)",Success,"(11, 15)",Success,"(11, 15)","(9, 7)","(20, 38)"
0.4,Success,"(7, 4)",Success,"(7, 4)",Success,"(7, 4)",Success,"(7, 4)","(38, 6)","(22, 23)"
0.4,Success,"(14, 12)",Success,"(14, 12)",Success,"(14, 12)",Success,"(14, 12)","(15, 27)","(9, 12)"
0.4,Failure,"(25, 31)",Failure,"(25, 31)",Failure,"(25, 31)",Failure,"(25, 31)","(2, 7)","(20, 18)"
0.4,Success,"(10, 24)",Success,"(10, 24)",Success,"(10, 24)",Success,"(10, 24)","(34, 34)","(35, 21)"
0.4,Success,"(15, 14)",Success,"(15, 14)",Success,"(15, 14)",Success,"(15, 14)","(35, 23)","(1, 18)"
0.4,Failure,"(32, 3)",Failure,"(32, 3)",Failure,"(32, 3)",Failure,"(32, 3)","(6, 1)","(30, 4)"
0.4,Success,"(17, 4)",Success,"(17, 4)",Success,"(17, 4)",Success,"(17, 4)","(14, 8)","(18, 27)"
0.4,Success,"(36, 31)",Success,"(36, 31)",Success,"(36, 31)",Success,"(36, 31)","(4, 24)","(23, 7)"
0.4,Failure,"(20, 34)",Failure,"(20, 34)",Failure,"(20, 34)",Failure,"(20, 34)","(7, 33)","(1, 23)"
0.4,Failure,"(22, 27)",Failure,"(22, 27)",Failure,"(22, 27)",Failure,"(22, 27)","(18, 2)","(13, 11)"
0.4,Success,"(17, 22)",Success,"(17, 22)",Success,"(17, 22)",Success,"(17, 22)","(8, 27)","(22, 34)"
0.4,Success,"(38, 3)",Success,"(38, 3)",Success,"(38, 3)",Success,"(38, 3)","(32, 14)","(5, 23)"
0.4,Success,"(20, 22)",Success,"(20, 22)",Success,"(20, 22)",Success,"(20, 22)","(12, 19)","(22, 12)"
0.5,Success,"(18, 19)",Success,"(18, 19)",Success,"(18, 19)",Success,"(18, 19)","(5, 30)","(30, 8)"
0.5,Failure,"(13, 22)",Failure,"(13, 22)",Failure,"(13, 22)",Failure,"(13, 22)","(19, 6)","(31, 4)"
0.5,Failure,"(5, 2)",Failure,"(5, 2)",Failure,"(5, 2)",Failure,"(5, 2)","(18, 26)","(19, 28)"
0.5,Failure,"(21, 27)",Failure,"(21, 27)",Failure,"(21, 27)",Failure,"(21, 27)","(32, 30)","(36, 30)"
0.5,Success,"(14, 17)",Success,"(14, 17)",Success,"(14, 17)",Success,"(14, 17)","(6, 37)","(33, 22)"
0.5,Success,"(7, 37)",Success,"(7, 37)",Success,"(7, 37)",Success,"(7, 37)","(17, 18)","(1, 27)"
0.5,Success,"(34, 10)",Success,"(34, 10)",Success,"(34, 10)",Success,"(34, 10)","(21, 32)","(7, 37)"
0.5,Failure,"(23, 11)",Failure,"(23, 11)",Failure,"(23, 11)",Failure,"(23, 11)","(38, 32)","(28, 26)"
0.5,Failure,"(35, 33)",Failure,"(35, 33)",Failure,"(35, 33)",Failure,"(35, 33)","(9, 6)","(5, 1)"
0.5,Failure,"(29, 26)",Failure,"(29, 26)",Failure,"(29, 26)",Failure,"(29, 26)","(13, 18)","(15, 28)"
0.5,Failure,"(2, 21)",Failure,"(2, 21)",Failure,"(2, 21)",Failure,"(2, 21)","(32, 20)","(38, 24)"
0.5,Success,"(4, 3)",Success,"(4, 3)",Success,"(4, 3)",Success,"(4, 3)","(13, 16)","(23, 35)"
0.5,Failure,"(15, 13)",Failure,"(15, 13)",Failure,"(15, 13)",Failure,"(15, 13)","(38, 29)","(12, 14)"
0.5,Success,"(38, 4)",Success,"(38, 4)",Success,"(38, 4)",Success,"(38, 4)","(35, 5)","(18, 8)"
0.5,Failure,"(17, 28)",Failure,"(17, 28)",Failure,"(17, 28)",Failure,"(17, 28)","(34, 28)","(38, 24)"
0.5,Failure,"(27, 4)",Failure,"(27, 4)",Failure,"(27, 4)",Failure,"(27, 4)","(20, 1)","(15, 2)"
0.5,Success,"(27, 22)",Success,"(27, 22)",Success,"(27, 22)",Success,"(27, 22)","(13, 28)","(28, 38)"
0.5,Success,"(9, 32)",Success,"(9, 32)",Success,"(9, 32)",Success,"(9, 32)","(27, 14)","(28, 24)"
0.5,Failure,"(31, 1)",Failure,"(31, 1)",Failure,"(31, 1)",Failure,"(31, 1)","(28, 12)","(38, 18)"
0.5,Success,"(2, 8)",Success,"(2, 8)",Success,"(2, 8)",Success,"(2, 8)","(14, 37)","(22, 8)"
0.6,Success,"(3, 38)",Success,"(3, 38)",Success,"(3, 38)",Success,"(3, 38)","(18, 18)","(36, 34)"
0.6,Success,"(25, 30)",Success,"(25, 30)",Success,"(25, 30)",Success,"(25, 30)","(5, 30)","(19, 13)"
0.6,Success,"(24, 8)",Success,"(24, 8)",Success,"(24, 8)",Success,"(24, 8)","(37, 34)","(24, 6)"
0.6,Success,"(36, 10)",Success,"(36, 10)",Success,"(36, 10)",Success,"(36, 10)","(20, 19)","(21, 23)"
0.6,Failure,"(14, 11)",Failure,"(14, 11)",Failure,"(14, 11)",Failure,"(14, 11)","(32, 33)","(29, 9)"
0.6,Success,"(23, 18)",Success,"(23, 18)",Success,"(23, 18)",Success,"(23, 18)","(24, 10)","(23, 38)"
0.6,Success,"(12, 31)",Success,"(12, 31)",Success,"(12, 31)",Success,"(12, 31)","(17, 16)","(2, 21)"
0.6,Success,"(25, 25)",Success,"(25, 25)",Success,"(25, 25)",Success,"(25, 25)","(28, 9)","(27, 38)"
0.6,Success,"(22, 17)",Success,"(22, 17)",Success,"(22, 17)",Success,"(22, 17)","(9, 26)","(30, 37)"
0.6,Failure,"(10, 30)",Failure,"(10, 30)",Failure,"(10, 30)",Failure,"(10, 30)","(34, 25)","(34, 19)"
0.6,Success,"(34, 5)",Success,"(34, 5)",Success,"(34, 5)",Success,"(34, 5)","(23, 11)","(38, 17)"
0.6,Failure,"(7, 23)",Failure,"(7, 23)",Failure,"(7, 23)",Failure,"(7, 23)","(16, 14)","(29, 6)"
0.6,Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)","(32, 14)","(38, 26)"
0.6,Failure,"(31, 2)",Failure,"(31, 2)",Failure,"(31, 2)",Failure,"(31, 2)","(22, 24)","(17, 10)"
0.6,Success,"(4, 13)",Success,"(4, 13)",Success,"(4, 13)",Success,"(4, 13)","(35, 9)","(11, 35)"
0.6,Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)","(16, 19)","(22, 36)"
0.6,Success,"(34, 9)",Success,"(34, 9)",Success,"(34, 9)",Success,"(34, 9)","(38, 12)","(8, 33)"
0.6,Failure,"(35, 34)",Failure,"(35, 34)",Failure,"(35, 34)",Failure,"(35, 34)","(28, 24)","(24, 30)"
0.6,Success,"(13, 20)",Success,"(13, 20)",Success,"(13, 20)",Success,"(13, 20)","(6, 31)","(6, 3)"
0.6,Success,"(30, 34)",Success,"(30, 34)",Success,"(30, 34)",Success,"(30, 34)","(7, 7)","(35, 26)"
0.7,Failure,"(26, 6)",Failure,"(26, 6)",Failure,"(26, 6)",Success,"(26, 6)","(35, 12)","(19, 24)"
0.7,Success,"(5, 1)",Success,"(5, 1)",Success,"(5, 1)",Success,"(5, 1)","(6, 9)","(35, 11)"
0.7,Failure,"(20, 35)",Failure,"(20, 35)",Failure,"(20, 35)",Failure,"(20, 35)","(27, 18)","(8, 2)"
0.7,Success,"(9, 17)",Success,"(9, 17)",Success,"(9, 17)",Success,"(9, 17)","(19, 9)","(8, 26)"
0.7,Failure,"(31, 2)",Failure,"(31, 2)",Failure,"(31, 2)",Failure,"(31, 2)","(6, 4)","(28, 4)"
0.7,Failure,"(15, 23)",Failure,"(15, 23)",Failure,"(15, 23)",Failure,"(15, 23)","(20, 8)","(23, 14)"
0.7,Success,"(3, 15)",Success,"(3, 15)",Success,"(3, 15)",Success,"(3, 15)","(16, 8)","(1, 34)"
0.7,Success,"(15, 30)",Success,"(15, 30)",Success,"(15, 30)",Success,"(15, 30)","(6, 36)","(7, 17)"
0.7,Failure,"(30, 15)",Failure,"(30, 15)",Failure,"(30, 15)",Failure,"(30, 15)","(11, 37)","(14, 30)"
0.7,Success,"(35, 9)",Success,"(35, 9)",Success,"(35, 9)",Success,"(35, 9)","(38, 15)","(37, 33)"
0.7,Success,"(19, 22)",Success,"(19, 22)",Success,"(19, 22)",Success,"(19, 22)","(17, 22)","(13, 31)"
0.7,Failure,"(25, 17)",Failure,"(25, 17)",Failure,"(25, 17)",Failure,"(25, 17)","(38, 4)","(29, 21)"
0.7,Success,"(2, 13)",Success,"(2, 13)",Success,"(2, 13)",Success,"(2, 13)","(10, 19)","(11, 28)"
0.7,Success,"(20, 15)",Success,"(20, 15)",Success,"(20, 15)",Success,"(20, 15)","(26, 5)","(14, 17)"
0.7,Success,"(22, 34)",Success,"(22, 34)",Success,"(22, 34)",Success,"(22, 34)","(7, 7)","(27, 10)"
0.7,Success,"(33, 9)",Success,"(33, 9)",Success,"(33, 9)",Success,"(33, 9)","(23, 28)","(38, 9)"
0.7,Success,"(18, 7)",Success,"(18, 7)",Success,"(18, 7)",Success,"(18, 7)","(30, 12)","(13, 17)"
0.7,Success,"(8, 24)",Success,"(8, 24)",Success,"(8, 24)",Success,"(8, 24)","(22, 2)","(7, 22)"
0.7,Failure,"(5, 12)",Failure,"(5, 12)",Failure,"(5, 12)",Failure,"(5, 12)","(14, 19)","(26, 15)"
0.7,Success,"(21, 7)",Success,"(21, 7)",Success,"(21, 7)",Success,"(21, 7)","(8, 36)","(7, 30)"
0.8,Success,"(6, 1)",Success,"(6, 1)",Success,"(6, 1)",Success,"(6, 1)","(2, 21)","(34, 9)"
0.8,Success,"(32, 35)",Success,"(32, 35)",Failure,"(32, 35)",Success,"(32, 35)","(16, 9)","(31, 35)"
0.8,Success,"(23, 22)",Success,"(23, 22)",Success,"(23, 22)",Success,"(23, 22)","(30, 33)","(4, 4)"
0.8,Failure,"(26, 7)",Failure,"(26, 7)",Failure,"(26, 7)",Failure,"(26, 7)","(15, 28)","(5, 23)"
0.8,Success,"(1, 14)",Success,"(1, 14)",Success,"(1, 14)",Success,"(1, 14)","(6, 36)","(5, 5)"
0.8,Success,"(35, 19)",Success,"(35, 19)",Success,"(35, 19)",Success,"(35, 19)","(20, 6)","(27, 27)"
0.8,Success,"(12, 31)",Success,"(12, 31)",Success,"(12, 31)",Success,"(12, 31)","(1, 3)","(36, 14)"
0.8,Success,"(15, 26)",Success,"(15, 26)",Success,"(15, 26)",Success,"(15, 26)","(18, 8)","(7, 35)"
0.8,Success,"(11, 30)",Success,"(11, 30)",Success,"(11, 30)",Success,"(11, 30)","(22, 23)","(1, 1)"
0.8,Success,"(13, 30)",Failure,"(13, 30)",Success,"(13, 30)",Success,"(13, 30)","(5, 19)","(17, 29)"
0.8,Success,"(6, 4)",Success,"(6, 4)",Success,"(6, 4)",Success,"(6, 4)","(13, 4)","(6, 34)"
0.8,Success,"(7, 14)",Success,"(7, 14)",Success,"(7, 14)",Success,"(7, 14)","(5, 13)","(37, 8)"
0.8,Failure,"(19, 25)",Failure,"(19, 25)",Failure,"(19, 25)",Failure,"(19, 25)","(11, 1)","(32, 1)"
0.8,Failure,"(38, 23)",Failure,"(38, 23)",Failure,"(38, 23)",Failure,"(38, 23)","(4, 28)","(26, 36)"
0.8,Failure,"(22, 4)",Failure,"(22, 4)",Failure,"(22, 4)",Failure,"(22, 4)","(19, 28)","(5, 15)"
0.8,Success,"(22, 9)",Success,"(22, 9)",Success,"(22, 9)",Success,"(22, 9)","(35, 9)","(24, 37)"
0.8,Success,"(26, 5)",Success,"(26, 5)",Success,"(26, 5)",Success,"(26, 5)","(21, 25)","(16, 1)"
0.8,Success,"(37, 20)",Success,"(37, 20)",Success,"(37, 20)",Success,"(37, 20)","(26, 17)","(9, 14)"
0.8,Success,"(9, 23)",Success,"(9, 23)",Success,"(9, 23)",Success,"(9, 23)","(12, 35)","(20, 13)"
0.8,Success,"(18, 31)",Success,"(18, 31)",Success,"(18, 31)",Success,"(18, 31)","(16, 2)","(33, 33)"
0.9,Failure,"(38, 32)",Failure,"(38, 32)",Failure,"(38, 32)",Failure,"(38, 32)","(26, 27)","(15, 33)"
0.9,Failure,"(38, 20)",Failure,"(38, 20)",Failure,"(38, 20)",Failure,"(38, 20)","(26, 23)","(28, 35)"
0.9,Success,"(38, 19)",Success,"(38, 19)",Success,"(38, 19)",Success,"(38, 19)","(16, 32)","(37, 16)"
0.9,Success,"(7, 31)",Success,"(7, 31)",Success,"(7, 31)",Success,"(7, 31)","(6, 15)","(13, 1)"
0.9,Failure,"(30, 38)",Failure,"(30, 38)",Failure,"(30, 38)",Failure,"(30, 38)","(18, 29)","(17, 31)"
0.9,Failure,"(10, 15)",Failure,"(10, 15)",Failure,"(10, 15)",Failure,"(10, 15)","(37, 27)","(18, 32)"
0.9,Failure,"(11, 11)",Failure,"(11, 11)",Failure,"(11, 11)",Failure,"(11, 11)","(30, 19)","(28, 18)"
0.9,Success,"(20, 25)",Success,"(20, 25)",Success,"(20, 25)",Success,"(20, 25)","(2, 10)","(12, 5)"
0.9,Success,"(15, 15)",Success,"(15, 15)",Success,"(15, 15)",Success,"(15, 15)","(38, 8)","(8, 29)"
0.9,Success,"(17, 35)",Success,"(17, 35)",Success,"(17, 35)",Success,"(17, 35)","(14, 23)","(22, 33)"
0.9,Failure,"(33, 15)",Failure,"(33, 15)",Failure,"(33, 15)",Failure,"(33, 15)","(34, 37)","(30, 23)"
0.9,Success,"(29, 18)",Success,"(29, 18)",Failure,"(29, 18)",Success,"(29, 18)","(38, 36)","(26, 3)"
0.9,Success,"(11, 8)",Success,"(11, 8)",Success,"(11, 8)",Success,"(11, 8)","(20, 23)","(4, 1)"
0.9,Failure,"(36, 27)",Failure,"(36, 27)",Failure,"(36, 27)",Failure,"(36, 27)","(35, 11)","(13, 4)"
0.9,Failure,"(35, 8)",Failure,"(35, 8)",Failure,"(35, 8)",Failure,"(35, 8)","(25, 1)","(32, 7)"
0.9,Success,"(22, 15)",Success,"(22, 15)",Success,"(22, 15)",Success,"(22, 15)","(16, 37)","(17, 12)"
0.9,Success,"(34, 24)",Success,"(34, 24)",Success,"(34, 24)",Success,"(34, 24)","(22, 25)","(30, 31)"
0.9,Success,"(7, 33)",Success,"(7, 33)",Success,"(7, 33)",Success,"(7, 33)","(33, 33)","(24, 7)"
